filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight
./set/breed/mp\ger\sturmovik3.set,ger,ger_pzgren_panzerfaust,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" filled']",0.85,1,0.9,n/a,5,5,4,4,5,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik4.set,ger,ger_pzgren_rifle,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik4b.set,ger,ger_pzgren_g43_2,200,vet_5,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik5.set,ger,ger_pzgren_panzershreck,200,vet_5,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 5', '""grenade hohlladung""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.85,1,0.9,n/a,5,5,4,4,6,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik5b.set,ger,ger_pzgren_mp40,200,vet_5,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade hohlladung""', '""ammo panzershreck"" 3']",0.85,1,0.9,n/a,5,5,4,4,6,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik6.set,ger,ger_pzgren_mg42,200,vet_5,1,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""', '""barrel_case""']",0.85,1,0.9,n/a,5,4,5,4,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik6b.set,ger,ger_pzgren_mg42Assist,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,5,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik6_39.set,ger,ger_pzgren_mg34,200,vet_5,1,100,100,0.9,"['""mg34"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""', '""barrel_case""']",0.85,1,0.9,n/a,5,4,5,4,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik_pzfst_sa.set,ger,ger_pzgren_smg_panzerfaust,200,vet_5,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" filled']",0.85,1,0.9,n/a,5,4,4,5,5,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik_pzfst_stg.set,ger,ger_pzgren_stg_panzerfaust,200,vet_5,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" filled']",0.85,1,0.9,n/a,5,5,4,4,5,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik_sl.set,ger,ger_pzgren_sl,200,vet_5,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./set/breed/mp\ger\sturmovik_sl_asst.set,ger,ger_pzgren2ic,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger\tankman.set,ger,ger_tankman,100,tankman,n/a,100,100,0.8,"['""valter"" filled', '""ammo walther_mag"" 32', '""bandage"" 3']",1,1,0.9,2,4,4,2,3,2,4,0.25,1.2,0.25
./set/breed/mp\ger\tankman2.set,ger,ger_tankCommander,150,tankman2,n/a,100,100,0.8,"['""mp40"" filled', '""ammo mp40_mag"" 96', '""bandage"" 3']",1.1,1,0.95,4,4,4,4,3,2,4,0.5,2.2,0.5
./set/breed/mp\ger\vehicle_supporter.set,ger,ger_support,150,vehicle_supporter,tankcrew,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""']",0.85,1,1,4,2,2,4,2,2,4,0.5,2,0.25
./set/breed/mp\ger\vet_tankman2.set,ger,ger_vetTankCommander,150,tankman2,tankcrew,100,100,0.8,"['""mp40"" filled', '""ammo mp40_mag"" 96']",1.2,1.2,1,7,4,5,6,3,2,4,0.5,2.2,0.5
./set/breed/mp\ger\volksgren_grenadier.set,ger,ger_volksgren_grenadier,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""k98_gewehrgranat"" filling ""k98_grenade fg"" 1', '""k98_grenade fg"" 10 1', '""k98_grenade ap"" 5 1']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_mg.set,ger,ger_volksgren_mg,100,vet_2,1,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""barrel_case""']",0.75,1,0.8,n/a,2,1,2,1,2,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_mg_asst.set,ger,ger_volksgren_mg_asst,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,1,2,2,1,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_mg_asst2.set,ger,ger_volksgren_mg_asst2,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,2,2,1,1,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_mg_asst3.set,ger,ger_volksgren_mg_asst3,100,vet_2,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,1,2,2,1,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_pzfst.set,ger,ger_volksgren_pzfst,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_pzfst2.set,ger,ger_volksgren_pzfst2,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,2,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_rifle.set,ger,ger_volksgren_rifle,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_sa.set,ger,ger_volksgren_sa,100,vet_2,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,1,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_sl_asst.set,ger,ger_volksgren_sl_asst,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_sl_smg.set,ger,ger_volksgren_sl_smg,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_sl_stg.set,ger,ger_volksgren_sl_stg,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_smg.set,ger,ger_volksgren_smg,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""smoke grenade"" 0 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,1,2,0.5,0.5,0.5
./set/breed/mp\ger\volksgren_stg44.set,ger,ger_volksgren_stg44,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""smoke grenade"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,1,2,0.5,0.5,0.5
./set/breed/mp\ger2\ap_miner.set,ger2,ost_ap_miner,150,ap_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine s_mine"" 20', '""barbwire_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger2\at_miner.set,ger2,ost_at_miner,150,at_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine antitank"" 7', '""hedgehog_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger2\at_rifle.set,ger2,ost_at_rifle,150,at_rifle,1,100,100,0.9,"['""pzb39"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 35']",0.75,1,0.8,n/a,4,4,1,5,2,4,1,1.5,1
./set/breed/mp\ger2\at_rifle2.set,ger2,ost_at_rifleAssist,150,at_rifle,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo ptr"" 10']",0.75,1,0.8,n/a,4,4,2,5,2,4,1,1.5,1
./set/breed/mp\ger2\at_rifle3.set,ger2,ost_at_rifle_ptrd,150,at_rifle,1,100,100,0.9,"['""ptrd"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 25']",0.75,1,0.8,n/a,4,4,1,5,2,4,1,1.5,1
./set/breed/mp\ger2\bazooker.set,ger2,ost_panzerfaust,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" filled', '""panzerfaust_60 weapon"" filled']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
./set/breed/mp\ger2\bazooker2.set,ger2,ost_panzershreckAssist,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo panzershreck"" 6']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
./set/breed/mp\ger2\bazooker3.set,ger2,ost_panzershreck,150,bazooker,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.75,1,0.8,n/a,4,3,2,4,5,4,1,1.5,1
./set/breed/mp\ger2\elite.set,ger2,ost_delete1,250,vet_4,1,100,100,0.9,"['""g41b"" filled', '""ammo rifle"" 150', '""bandage"" 5', '""grenade m24"" 4', '""grenade pwm1"" 2', '""smoke grenade"" 2']",0.9,1,1,n/a,3,3,3,3,3,3,1,1,1
./set/breed/mp\ger2\elite2.set,ger2,ost_delete2,250,vet_4,1,100,100,0.9,"['""g43_scope"" filled', '""ammo rifle"" 150', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""smoke grenade"" 2', '""dynamite_ladung"" 1']",0.9,1,1,n/a,3,3,3,3,3,3,1,1,1
./set/breed/mp\ger2\elite3.set,ger2,ost_delete3,250,vet_4,1,100,100,0.9,"['""mg34"" filled', '""ammo mgun"" 900', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""sandbag_kit"" 1']",0.9,1,1,n/a,3,3,3,3,3,3,1,1,1
./set/breed/mp\ger2\elite5.set,ger2,ost_delete4,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""panzerfaust_30 weapon"" 0 1 filled']",0.9,1,1,n/a,1,1,1,1,1,1,0.5,0.5,0.5
./set/breed/mp\ger2\elite6.set,ger2,ost_delete5,100,vet_2,1,100,100,0.9,"['""mp28"" filled', '""ammo mp28_mag"" 180', '""bandage"" 3', '""hohlladung grenade""']",0.9,1,1,n/a,1,1,1,1,1,1,0.5,0.5,0.5
./set/breed/mp\ger2\fallschirm_fg_43.set,ger2,ost_fallschirm_fg_43,400,vet_6,lvl5,100,100,0.9,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""sandbag_kit""', '""panzerfaust_60 weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_grenadier.set,ger2,ost_fallschirm_grenadier,400,vet_6,lvl5,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""bandage"" 5', '""k98_gewehrgranat"" filling ""k98_grenade fg"" 1', '""k98_grenade fg"" 6 1', '""k98_grenade ap"" 1 1', '""ammo mg_mauser drum"" 50', '""panzerfaust_60 weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_mg.set,ger2,ost_fallschirm_mg,400,vet_6,lvl5,100,100,0.9,"['""mg42_inf_250"" filled', '""ammo mg_mauser belt"" 300', '""bandage"" 5', '""sandbag_kit""', '""barrel_case""']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_mg_39.set,ger2,ost_fallschirm_mg_39,400,vet_6,lvl5,100,100,0.9,"['""mg34"" filled', '""ammo mg_mauser drum"" 300', '""bandage"" 5', '""sandbag_kit""', '""barrel_case""']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_mg_asst.set,ger2,ost_fallschirm_mg_asst,400,vet_3,lvl5,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser belt"" 600', '""bandage"" 5', '""panzerfaust_60 weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,0.75,0.75,0.75
./set/breed/mp\ger2\fallschirm_mg_asst_39.set,ger2,ost_fallschirm_mg_asst_39,400,vet_6,lvl5,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser belt"" 600', '""bandage"" 5']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_pzfst_fg.set,ger2,ost_fallschirm_pzfst_fg,400,vet_10,lvl5,100,100,0.9,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""panzerfaust weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,2.5,2.5,2.5
./set/breed/mp\ger2\fallschirm_pzfst_stg.set,ger2,ost_fallschirm_pzfst_stg,400,vet_6,lvl5,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m39"" 2', '""smoke grenade"" 1', '""panzerfaust weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_rifle.set,ger2,ost_fallschirm_rifle,400,vet_3,lvl5,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""faustpatrone_30 weapon"" 0 1 filled']",0.95,1,1,4,7,7,7,7,7,7,0.75,0.75,0.75
./set/breed/mp\ger2\fallschirm_sl.set,ger2,ost_fallschirm_sl,400,vet_6,lvl5,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 2']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_sl_asst_fg_44.set,ger2,ost_fallschirm_sl_asst_fg_44,400,vet_6,lvl5,100,100,0.9,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 2', '""panzerfaust weapon"" 0 1 filled']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_sl_asst_smg.set,ger2,ost_fallschirm_sl_asst_smg,400,vet_6,lvl5,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\fallschirm_sniper.set,ger2,ost_fallschirm_sniper,400,vet_6,lvl5,100,100,0.9,"['""mauzer_s"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2']",0.95,1,1,n/a,7,7,7,7,7,7,1.5,1.5,1.5
./set/breed/mp\ger2\flamer.set,ger2,ost_flamer,150,flamer,1,100,100,0.9,"['""flame_thrower_g""', '""balloon_g"" filled']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger2\flamer2.set,ger2,ost_flamerAssist,150,flamer,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 1']",0.75,1,0.8,n/a,4,4,2,3,2,4,1,1,1
./set/breed/mp\ger2\jager_mg.set,ger2,ost_jager_mg,200,vet_5,lvl2,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""sandbag_kit""', '""barrel_case""']",0.75,1,0.8,n/a,5,3,5,4,2,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_mg_asst.set,ger2,ost_jager_mg_asst,200,vet_5,lvl2,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""sandbag_kit""']",0.75,1,0.8,n/a,4,3,5,5,2,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_pzfst.set,ger2,ost_jager_pzfst,200,vet_5,lvl2,100,100,0.9,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,3,2,5,5,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_sa.set,ger2,ost_jager_sa,200,vet_5,lvl2,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,3,2,5,3,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_sl_stg.set,ger2,ost_jager_sl_stg,200,vet_5,lvl2,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_sl_stg_asst.set,ger2,ost_jager_sl_stg_asst,200,vet_5,lvl2,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2', '""panzerfaust_30 weapon"" 0 1 filled']",0.85,1,0.9,n/a,5,5,4,5,4,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_smg.set,ger2,ost_jager_smg,200,vet_5,lvl2,100,100,0.9,"['""mp41"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,5,2,3,3,5,1.25,1.25,1.25
./set/breed/mp\ger2\jager_stg.set,ger2,ost_jager_stg,200,vet_5,lvl2,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,5,2,3,3,5,1.25,1.25,1.25
./set/breed/mp\ger2\light_mortar.set,ger2,ost_light_mortar,150,vet_3,1,100,100,0.9,"['""mortar_legrw_36"" filled', '""ammo mortar50 ger fg"" 12', '""bandage"" 3']",0.75,1,0.8,n/a,4,3,2,5,2,4,0.75,0.75,0.75
./set/breed/mp\ger2\mgun.set,ger2,ost_mgun,150,vet_3,1_lvl2,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""sandbag_kit"" 1', '""barrel_case""']",0.75,1,0.8,n/a,4,3,4,3,2,4,0.75,0.75,0.75
./set/breed/mp\ger2\mgun_asst.set,ger2,ost_mgun_asst,150,vet_3,1_lvl2,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""sandbag_kit""']",0.75,1,0.8,n/a,4,3,4,4,2,4,0.75,0.75,0.75
./set/breed/mp\ger2\oficer.set,ger2,ost_officer,250,oficer,1,100,100,1,"['""luger"" filled', '""ammo walther_mag"" 32', '""knife_ger""', '""binocular""']",0.85,1,0.9,n/a,5,5,5,5,5,5,-10,20,10
./set/breed/mp\ger2\recon_mg.set,ger2,ost_recon_mg,150,vet_3,1,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""barrel_case""']",0.75,1,0.8,n/a,3,2,3,3,2,3,0.75,0.75,0.75
./set/breed/mp\ger2\recon_pzfst.set,ger2,ost_recon_pzfst,150,vet_3,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,3,2,2,3,3,3,0.75,0.75,0.75
./set/breed/mp\ger2\recon_rifle.set,ger2,ost_recon_rifle,150,vet_3,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,3,2,2,3,2,3,0.75,0.75,0.75
./set/breed/mp\ger2\recon_sa.set,ger2,ost_recon_sa,150,vet_3,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,3,2,2,3,2,3,0.75,0.75,0.75
./set/breed/mp\ger2\recon_sl.set,ger2,ost_recon_sl,200,vet_3,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,4,4,3,3,2,4,0.75,0.75,0.75
./set/breed/mp\ger2\recon_sl_stg.set,ger2,ost_recon_sl_stg,200,vet_4,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,4,4,3,3,2,4,1,1,1
./set/breed/mp\ger2\rifle.set,ger2,ost_rifle,150,vet_3,1_lvl2,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,3,3,4,2,4,0.75,0.75,0.75
./set/breed/mp\ger2\rifle2.set,ger2,ost_rifle2,150,vet_2,1_lvl2,100,100,0.9,"['""g43"" filled', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,3,3,4,2,4,0.5,0.5,0.5
