filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight
./resource/gamelogic/set/breed/mp\ger\recon_pzfst.set,ger,recon_pzfst,150,vet_3,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust_60 weapon"" filled']",0.75,1,0.8,n/a,4,3,2,4,4,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\recon_rifle.set,ger,recon_rifle,150,vet_3,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2']",0.75,1,0.8,n/a,4,3,2,4,2,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\recon_sa.set,ger,recon_sa,150,vet_3,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2']",0.75,1,0.8,n/a,4,3,2,4,2,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\recon_sl.set,ger,recon_sl,200,vet_3,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,3,4,2,5,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\recon_sl_rifle.set,ger,recon_sl_rifle,200,vet_4,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,4,3,5,2,5,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\recon_sl_stg.set,ger,recon_sl_stg,200,vet_4,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,3,4,2,5,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\recon_stg.set,ger,recon_stg,150,vet_3,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5""']",0.75,1,0.8,n/a,4,4,2,3,2,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\rifle.set,ger,rifle,150,vet_3,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""sandbag_kit"" 1']",0.75,1,0.8,n/a,4,3,2,4,2,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\rifle2.set,ger,rifle2,150,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""sandbag_kit"" 1']",0.75,1,0.8,n/a,4,3,2,4,2,4,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\saper.set,ger,saper,150,saper,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine_detector""', '""dynamite_ladung"" 2', '""hohlladung grenade""', '""trench_spade""']",0.85,1,0.9,n/a,4,4,2,3,2,4,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\ger\smg.set,ger,smg,150,vet_3,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1']",0.75,1,0.8,n/a,4,4,2,3,2,4,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\smg2.set,ger,smg2,150,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1']",0.75,1,0.8,n/a,4,4,2,3,2,4,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\sniper.set,ger,sniper,350,sniper,1,100,100,1.0,"['""mauzer_s"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.75,1,0.8,n/a,4,3,2,6,2,4,5.0,8.00,2.0
./resource/gamelogic/set/breed/mp\ger\sniper2.set,ger,sniper2,350,sniper,1,100,100,1.0,"['""mauzer_s_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mauser_clip fg"" 20', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.85,1,0.9,n/a,7,7,7,7,7,7,5.0,8.00,2.0
./resource/gamelogic/set/breed/mp\ger\sniper2_early.set,ger,sniper2_early,350,sniper,1,100,100,1.0,"['""mauzer_s_vet"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.85,1,0.9,n/a,7,7,7,7,7,7,5.0,8.00,2.0
./resource/gamelogic/set/breed/mp\ger\sniper3.set,ger,sniper3,350,sniper,1,100,100,1.0,"['""g43_scope"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.75,1,0.8,n/a,4,3,2,6,2,4,5.0,8.00,2.0
./resource/gamelogic/set/breed/mp\ger\squadleader.set,ger,squadleader,200,vet_4,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,3,4,2,5,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\squadleader2.set,ger,squadleader2,200,vet_3,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 1']",0.85,1,0.9,n/a,5,5,3,4,2,5,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\squadleader_39.set,ger,squadleader_39,200,vet_3,1,100,100,0.9,"['""mp38"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,3,4,2,5,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\squadleader_40.set,ger,squadleader_40,200,vet_3,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 1']",0.85,1,0.9,n/a,5,5,3,4,2,5,0.75,0.75,0.75
./resource/gamelogic/set/breed/mp\ger\sturmgren_39.set,ger,sturmgren_39,150,vet_4,1,100,100,0.9,"['""mp38"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""m24 grenade"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""']",0.75,1,0.8,n/a,4,4,2,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_40.set,ger,sturmgren_40,150,vet_4,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""']",0.75,1,0.8,n/a,4,4,2,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_rifle.set,ger,sturmgren_rifle,150,vet_4,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.75,1,0.8,n/a,4,3,2,4,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_sg44.set,ger,sturmgren_sg44,150,vet_4,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""m24 grenade"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,4,2,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_sg44_pzfst.set,ger,sturmgren_sg44_pzfst,150,vet_4,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""m24 grenade"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,4,2,3,4,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_sl_asst.set,ger,sturmgren_sl_asst,150,vet_4,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""m24 grenade"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,4,5,2,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmgren_sl_asst_40.set,ger,sturmgren_sl_asst_40,150,vet_4,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade""']",0.75,1,0.8,n/a,4,5,2,3,2,4,1.0,1.00,1.00
./resource/gamelogic/set/breed/mp\ger\sturmovik.set,ger,sturmovik,200,vet_5,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik2.set,ger,sturmovik2,200,vet_5,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik2_39.set,ger,sturmovik2_39,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""dynamite""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik2_41.set,ger,sturmovik2_41,200,vet_5,1,100,100,0.9,"['""g41"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""dynamite""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik3.set,ger,sturmovik3,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" filled']",0.85,1,0.9,n/a,5,5,4,4,5,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik4.set,ger,sturmovik4,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik4b.set,ger,sturmovik4b,200,vet_5,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik4b_41.set,ger,sturmovik4b_41,200,vet_5,1,100,100,0.9,"['""g41"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik5.set,ger,sturmovik5,200,vet_5,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 5', '""grenade hohlladung""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.85,1,0.9,n/a,5,5,4,4,6,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik5b.set,ger,sturmovik5b,200,vet_5,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade hohlladung""', '""ammo panzershreck"" 3']",0.85,1,0.9,n/a,5,5,4,4,6,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik6.set,ger,sturmovik6,200,vet_5,1,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""', '""barrel_case""']",0.85,1,0.9,n/a,5,4,5,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik6b.set,ger,sturmovik6b,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,5,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik6_39.set,ger,sturmovik6_39,200,vet_5,1,100,100,0.9,"['""mg34"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""', '""barrel_case""']",0.85,1,0.9,n/a,5,4,5,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_39.set,ger,sturmovik_39,200,vet_5,1,100,100,0.9,"['""mp38"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_40.set,ger,sturmovik_40,200,vet_5,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_pzfst.set,ger,sturmovik_pzfst,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" filled']",0.85,1,0.9,n/a,5,4,4,5,5,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_pzfst_sa.set,ger,sturmovik_pzfst_sa,200,vet_5,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" filled']",0.85,1,0.9,n/a,5,4,4,5,5,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_pzfst_stg.set,ger,sturmovik_pzfst_stg,200,vet_5,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" filled']",0.85,1,0.9,n/a,5,5,4,4,5,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_sl.set,ger,sturmovik_sl,200,vet_5,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_sl_40.set,ger,sturmovik_sl_40,200,vet_5,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2']",0.85,1,0.9,n/a,5,5,4,4,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\sturmovik_sl_asst.set,ger,sturmovik_sl_asst,200,vet_5,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit""']",0.85,1,0.9,n/a,5,4,4,5,4,5,1.25,1.25,1.25
./resource/gamelogic/set/breed/mp\ger\tankman.set,ger,tankman,100,tankman,n/a,100,100,0.8,"['""valter"" filled', '""ammo walther_mag"" 32', '""bandage"" 3']",1,1,0.9,2,4,4,2,3,2,4,0.25,1.2,0.25
./resource/gamelogic/set/breed/mp\ger\tankman2.set,ger,tankman2,150,tankman2,n/a,100,100,0.8,"['""mp40"" filled', '""ammo mp40_mag"" 96', '""bandage"" 3']",1.1,1,0.95,4,4,4,4,3,2,4,0.5,2.20,0.5
./resource/gamelogic/set/breed/mp\ger\vehicle_supporter.set,ger,vehicle_supporter,150,vehicle_supporter,tankcrew,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""']",0.85,1,1.0,4,2,2,4,2,2,4,0.50,2.00,0.25
./resource/gamelogic/set/breed/mp\ger\vet_tankman.set,ger,vet_tankman,100,tankman,tankcrew,100,100,0.8,"['""valter"" filled', '""ammo walther_mag"" 32']",1.15,1.15,1.0,5,5,5,4,3,2,4,0.25,1.2,0.25
./resource/gamelogic/set/breed/mp\ger\vet_tankman2.set,ger,vet_tankman2,150,tankman2,tankcrew,100,100,0.8,"['""mp40"" filled', '""ammo mp40_mag"" 96']",1.20,1.20,1.0,7,4,5,6,3,2,4,0.5,2.20,0.5
./resource/gamelogic/set/breed/mp\ger\vet_vehicle_supporter.set,ger,vet_vehicle_supporter,150,n/a,tankcrew,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""']",1.0,1.0,1.0,6,3,3,6,4,2,4,n/a,n/a,n/a
./resource/gamelogic/set/breed/mp\ger\volksgren_at.set,ger,volksgren_at,100,vet_2,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.75,1,0.8,n/a,1,1,1,2,3,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_at2.set,ger,volksgren_at2,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 1', '""hohlladung grenade""', '""ammo panzershreck"" 3']",0.75,1,0.8,n/a,1,1,1,2,3,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_grenadier.set,ger,volksgren_grenadier,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""k98_gewehrgranat"" filling ""k98_grenade fg"" 1', '""k98_grenade fg"" 10 1', '""k98_grenade ap"" 5 1']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_mg.set,ger,volksgren_mg,100,vet_2,1,100,100,0.9,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""barrel_case""']",0.75,1,0.8,n/a,2,1,2,1,2,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_mg_asst.set,ger,volksgren_mg_asst,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,1,2,2,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_mg_asst2.set,ger,volksgren_mg_asst2,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,2,2,1,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_mg_asst3.set,ger,volksgren_mg_asst3,100,vet_2,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24""']",0.75,1,0.8,n/a,1,1,2,2,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_pzfst.set,ger,volksgren_pzfst,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_pzfst2.set,ger,volksgren_pzfst2,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,2,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_rifle.set,ger,volksgren_rifle,100,vet_2,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,2,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_sa.set,ger,volksgren_sa,100,vet_2,1,100,100,0.9,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,1,1,2,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_sl_asst.set,ger,volksgren_sl_asst,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_sl_smg.set,ger,volksgren_sl_smg,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_sl_stg.set,ger,volksgren_sl_stg,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2']",0.75,1,0.8,n/a,1,3,1,2,1,3,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_smg.set,ger,volksgren_smg,100,vet_2,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""smoke grenade"" 0 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger\volksgren_stg44.set,ger,volksgren_stg44,100,vet_2,1,100,100,0.9,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 1.5 0.5', '""grenade m24x5"" 0 1', '""smoke grenade"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.75,1,0.8,n/a,1,2,1,1,1,2,0.50,0.50,0.50
./resource/gamelogic/set/breed/mp\ger2\ap_miner.set,ger2,ap_miner,150,ap_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine s_mine"" 20', '""barbwire_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\ger2\at_miner.set,ger2,at_miner,150,at_miner,n/a,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine antitank"" 7', '""hedgehog_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.75,1,0.8,n/a,4,4,2,3,2,4,1.0,1.00,1.0
./resource/gamelogic/set/breed/mp\ger2\at_rifle.set,ger2,at_rifle,150,at_rifle,1,100,100,0.9,"['""pzb39"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 35']",0.75,1,0.8,n/a,4,4,1,5,2,4,1.0,1.50,1.0
./resource/gamelogic/set/breed/mp\ger2\at_rifle2.set,ger2,at_rifle2,150,at_rifle,1,100,100,0.9,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo ptr"" 10']",0.75,1,0.8,n/a,4,4,2,5,2,4,1.0,1.50,1.0
./resource/gamelogic/set/breed/mp\ger2\at_rifle3.set,ger2,at_rifle3,150,at_rifle,1,100,100,0.9,"['""ptrd"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 25']",0.75,1,0.8,n/a,4,4,1,5,2,4,1.0,1.50,1.0
./resource/gamelogic/set/breed/mp\ger2\bazooker.set,ger2,bazooker,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" filled', '""panzerfaust_60 weapon"" filled']",0.75,1,0.8,n/a,4,3,2,4,5,4,1.0,1.50,1.0
./resource/gamelogic/set/breed/mp\ger2\bazooker2.set,ger2,bazooker2,150,bazooker,1,100,100,0.9,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo panzershreck"" 6']",0.75,1,0.8,n/a,4,3,2,4,5,4,1.0,1.50,1.0
./resource/gamelogic/set/breed/mp\ger2\bazooker3.set,ger2,bazooker3,150,bazooker,1,100,100,0.9,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.75,1,0.8,n/a,4,3,2,4,5,4,1.0,1.50,1.0
