country,buyName,commandPower,score,captureWeight,cooldown,mp,unlockTime,group,types,c1,c2,c3,c4,c5,c6,c7,c8,c9,newSquadMp,newSquadCp
ger,stormtrooper6,3.75,3.75,3.75,1,192.0,1.0,squad_4,squad_with2types,"['sturmovik6', '1']","['sturmovik6b', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],192.79500000000004,1.9279499999999998
ger,gd_pzgren_mg,5.25,5.25,5.25,1,129.0,1.0,squad_4,squad_with2types,"['gd_pzgren_mg', '1']","['gd_pzgren_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],129.26999999999998,1.2927
ger,fallschirm_mg_39,4.5,4.5,4.5,1,193.0,1.0,squad_4,squad_with2types,"['fallschirm_mg_39', '1']","['fallschirm_mg_asst_39', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],193.0050000000001,1.9300499999999996
ger,fallschirm_mg,4.5,4.5,4.5,1,193.0,1.0,squad_4,squad_with2types,"['fallschirm_mg', '1']","['fallschirm_mg_asst_39', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],193.0050000000001,1.9300499999999996
ger_ss,tk_pzgren_mg_39,4.5,4.5,4.5,1,128.0,1.0,squad_4,squad_with2types,"['tk_pzgren_mg_39', '1']","['tk_pzgren_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.745,1.2874500000000002
ger_ss,tk_pzgren_mg,4.5,4.5,4.5,1,128.0,1.0,squad_4,squad_with2types,"['tk_pzgren_mg', '1']","['tk_pzgren_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.745,1.2874500000000002
ger_ss,lssah_pzgren_mg_39,5.25,5.25,5.25,1,128.0,1.0,squad_4,squad_with2types,"['lssah_pzgren_mg_39', '1']","['lssah_pzgren_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.96999999999997,1.2897
ger_ss,lssah_pzgren_mg,5.25,5.25,5.25,1,128.0,1.0,squad_4,squad_with2types,"['lssah_pzgren_mg', '1']","['lssah_pzgren_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.96999999999997,1.2897
ger,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
ger_ss,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
ger,snipers,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
ger,sniper3,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.755,0.58755
ger_ss,snipers,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
ger_ss,sniper3,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.755,0.58755
ger,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
ger_ss,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
ger,snipers_d,5.0,8.0,2.0,0,58.0,0.0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
ger,radioman_mortar,5.0,20.0,1.0,0,39.0,0.0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],39.645,0.39645
ger2,home_guards,2.25,2.25,2.25,1,117.0,0.0,squad_1,squad_with3types,"['recon_sl', '1']","['recon_pzfst', '1']","['recon_mg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],117.43000000000004,1.1743
ger2,home_guards2,4.75,4.75,4.75,2,229.0,0.0,squad_1,squad_with5types,"['recon_sl_stg', '1']","['recon_sa', '1']","['recon_pzfst', '1']","['recon_rifle', '1']","['recon_mg', '2']",['n/a'],['n/a'],['n/a'],['n/a'],229.41500000000005,2.2941499999999997
ger2,smgs,7.5,7.5,7.5,3,339.0,0.0,squad_2,squad_with8types,"['squadleader2', '1']","['sl_asst', '1']","['smg2', '1']","['stg', '1']","['smg3', '2']","['rifle_pzfst', '1']","['mgun', '1']","['mgun_asst', '1']",['n/a'],339.505,3.3950499999999995
ger2,riflemans,8.75,8.75,8.75,3,340.0,0.0,squad_3,squad_with8types,"['squadleader', '1']","['sl_asst', '1']","['stg', '1']","['rifle2', '1']","['rifle_pzfst', '2']","['rifle_grenadier', '1']","['mgun', '1']","['mgun_asst', '1']",['n/a'],340.755,3.407549999999999
ger2,elites,12.5,12.5,12.5,4,427.0,0.0,squad_4,squad_with8types,"['jager_sl_stg', '1']","['jager_sl_stg_asst', '1']","['jager_stg', '1']","['jager_smg', '3']","['jager_sa', '1']","['jager_pzfst', '1']","['jager_mg', '1']","['jager_mg_asst', '1']",['n/a'],427.8400000000001,4.2783999999999995
ger2,stormtroopers,13.0,13.0,13.0,6,600.0,0.0,squad_6,squad_with8types,"['sturmovik_sl', '1']","['sturmovik_sl_asst', '1']","['sturmovik', '1']","['sturmovik3', '2']","['sturmovik5b', '2']","['sturmovik4c', '1']","['sturmovik6', '1']","['sturmovik6b', '1']",['n/a'],600.3500000000001,6.003499999999999
ger2,elites_para,14.5,14.5,14.5,6,643.0,0.0,squad_6,squad_with7types,"['fallschirm_sl', '1']","['fallschirm_sl_asst_fg_44', '1']","['fallschirm_sniper', '1']","['fallschirm_grenadier', '2']","['fallschirm_pzfst_fg', '1']","['fallschirm_mg', '2']","['fallschirm_mg_asst', '2']",['n/a'],['n/a'],643.2000000000003,6.4319999999999995
,,0.0,0.0,0.0,180,,,squad_7,vb3,['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],0.0,0.0
ger2,ap_miners,4.0,4.0,4.0,1,147.0,1.0,squad_8,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.08000000000007,1.4708
ger2,at_miners,4.0,4.0,4.0,1,147.0,1.0,squad_9,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.48000000000005,1.4748
ger2,sappers,2.0,2.0,2.0,0,73.0,0.0,squad_10,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
ger2,riflemans2,1.25,1.25,1.25,0,37.0,0.0,soldier_1,squad_with1types,"['rifle_single', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],37.519999999999996,0.3751999999999999
ger2,smgs2,0.75,0.75,0.75,0,36.0,0.0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.89500000000002,0.36894999999999994
ger2,tankmans,1.5,7.0,1.5,1,165.0,2.0,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.59999999999997,1.6560000000000001
ger2,at_rifles,2.0,3.0,2.0,0,74.0,0.0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.04000000000002,0.7404000000000001
ger2,at_rifles2,2.0,3.0,2.0,0,74.0,0.0,soldier_4,squad_with2types,"['at_rifle3', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.41500000000002,0.7441500000000001
ger2,bazookers,2.0,3.0,2.0,0,73.0,0.0,soldier_5,squad_with1types,"['bazooker', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.84000000000002,0.7384000000000001
ger2,bazooker3,2.0,3.0,2.0,0,74.0,0.0,soldier_55,squad_with2types,"['bazooker3', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.31500000000001,0.74315
ger2,mgs2,2.25,2.25,2.25,1,111.0,0.0,soldier_6,squad_with2types,"['mgun', '1']","['mgun_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],111.38500000000005,1.1138499999999998
ger2,stormtroopers2,2.5,2.5,2.5,1,128.0,0.0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.53000000000003,1.2852999999999999
ger2,stormtroopers3,3.75,3.75,3.75,1,192.0,1.0,soldier_6,squad_with2types,"['sturmovik6', '1']","['sturmovik6b', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],192.79500000000004,1.9279499999999998
ger2,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
ger2,snipers,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
ger2,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
jap,home_guards,3.75,3.75,3.75,7,731.0,0.0,squad_1,squad_with3types,"['charger_rifle', '8']","['charger_smg', '4']","['charger_smg2', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],731.4000000000001,7.313999999999998
jap,smgs,7.75,7.75,7.75,5,555.0,0.0,squad_2,squad_with5types,"['squadleader2', '1']","['rifle2', '3']","['rifle2b', '1']","['smg2', '4']","['smg2b', '6']",['n/a'],['n/a'],['n/a'],['n/a'],555.675,5.55675
jap,riflemans_t96,11.5,11.5,11.5,5,557.0,0.0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '6']","['rifleb', '4']","['smgb', '2']","['mgun2', '1']","['rifle_grenadier', '1']",['n/a'],['n/a'],['n/a'],557.5000000000003,5.574999999999999
jap,riflemans,11.5,11.5,11.5,5,557.0,0.0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '6']","['rifleb', '4']","['smgb', '2']","['mgun', '1']","['rifle_grenadier', '1']",['n/a'],['n/a'],['n/a'],557.7000000000003,5.577
jap,elites_ig,18.75,18.75,18.75,7,789.0,0.0,squad_55,squad_with6types,"['elite_ig1', '7']","['elite_ig1b', '2']","['elite_ig2', '2']","['elite_ig3b', '2']","['elite_ig4', '1']","['elite_ig_grenadier', '1']",['n/a'],['n/a'],['n/a'],789.825,7.89825
jap,elites_takasago,22.5,22.5,22.5,9,914.0,0.0,squad_5,squad_with4types,"['elite_takasago_rifle', '2']","['elite_takasago_rifle2', '6']","['elite_takasago_smg2', '5']","['elite_takasago_lmg', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],914.1,9.140999999999998
jap,elites,18.0,18.0,18.0,9,903.0,0.0,squad_5,squad_with4types,"['elite', '6']","['elite2', '3']","['elite3', '2']","['elite4b', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],903.1000000000004,9.031
jap,elites_drop,,,,9,903.0,0.0,squad_5,squad_with6types_vehicle,"['elite', '6']","['elite2', '3']","['elite3', '2']","['elite4b', '4']","['a', '0']","['a', '0']",['n/a'],['n/a'],['n/a'],903.1000000000004,9.031
jap,stormtroopers,20.75,20.75,20.75,9,964.0,0.0,squad_5,squad_with5types,"['sturmovikb', '4']","['sturmovik2', '2']","['sturmovik3', '1']","['sturmovik4', '5']","['sturmovik6b', '3']",['n/a'],['n/a'],['n/a'],['n/a'],964.5750000000003,9.64575
jap,ap_miners,6.0,6.0,6.0,2,220.0,2.0,squad_7,squad_with1types,"['ap_miner', '6']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],220.62000000000012,2.2062
jap,at_miners,6.0,6.0,6.0,2,221.0,2.0,squad_8,squad_with1types,"['at_miner', '6']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],221.22000000000008,2.2122
jap,sappers,2.0,2.0,2.0,0,73.0,0.0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
jap,vehic_supporter,1.0,4.0,0.5,0,75.0,0.0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],75.13000000000001,0.7513
jap,tankmans,1.5,7.0,1.5,1,165.0,2.0,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.59999999999997,1.6560000000000001
jap,riflemans2b,0.75,0.75,0.75,0,36.0,0.0,soldier_1,squad_with1types,"['rifleb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.49500000000002,0.36494999999999994
jap,riflemans2,0.75,0.75,0.75,0,36.0,0.0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.99500000000002,0.36994999999999995
jap,smgs2,0.75,0.75,0.75,0,36.0,0.0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.89500000000002,0.36894999999999994
jap,smgs2b,0.75,0.75,0.75,0,36.0,0.0,soldier_2,squad_with1types,"['smgb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.49500000000002,0.36494999999999994
jap,smg3,0.5,0.5,0.5,0,36.0,0.0,soldier_99,squad_with1types,"['smg3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.72,0.3672
jap,type89mortarinf,0.75,0.75,0.75,0,37.0,0.0,soldier_89,i_seq_with1types,"['light_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],37.09500000000002,0.37094999999999995
jap,type89mortarinfx2,1.5,1.5,1.5,0,74.0,0.0,soldier_89,i_seq_with1types,"['light_mortar', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.19000000000004,0.7418999999999999
jap,kamikaze,2.0,1.0,0.5,1,112.0,0.0,soldier_5,squad_with1types,"['kamikaze', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],112.73000000000002,1.1273
jap,at_rifles,2.0,3.0,2.0,0,74.0,0.0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.04000000000002,0.7404000000000001
jap,bazookers,2.0,3.0,2.0,0,73.0,0.0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.84000000000002,0.7384000000000001
jap,stormtrooper5,2.5,2.5,2.5,1,128.0,0.0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.53000000000003,1.2852999999999999
jap,mg3,1.5,1.5,1.5,0,73.0,0.0,soldier_6,squad_with2types,"['mgun3', '1']","['mg3_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.09000000000003,0.7308999999999999
jap,mgs2,1.5,1.5,1.5,0,73.0,0.0,soldier_6,squad_with2types,"['mgun', '1']","['mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.69000000000003,0.7368999999999999
jap,elite_ig2,5.0,5.0,5.0,2,210.0,2.0,squad_4,squad_with2types,"['elite_ig2', '1']","['elite_ig1', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],210.62,2.1062
jap,elite3,4.5,4.5,4.5,1,182.0,1.0,squad_4,squad_with2types,"['elite_takasago_lmg', '1']","['elite_takasago_rifle', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],182.82000000000002,1.8281999999999994
jap,stormtrooper6,5.0,5.0,5.0,2,257.0,2.0,squad_4,squad_with2types,"['sturmovik6', '1']","['sturmovik6b', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],257.06000000000006,2.5705999999999998
jap,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
jap,snipers2,5.0,8.0,2.0,0,60.0,0.0,soldier_9,squad_with1types,"['sniper2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],60.37500000000002,0.60375
jap,snipers,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
jap,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
jap,snipers_d,5.0,8.0,2.0,0,58.0,0.0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
rus,home_guards,2.75,2.75,2.75,3,340.0,0.0,partisan,squad_with5types,"['home_guard', '3']","['home_guard2', '4']","['home_guard3', '2']","['home_guard_at', '1']","['home_guard_mg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],340.80499999999995,3.4080500000000007
rus,smgs,5.75,5.75,5.75,3,373.0,0.0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,smgsv2,5.75,5.75,5.75,3,373.0,0.0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,smgsv3,5.75,5.75,5.75,3,373.0,0.0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,smgsv4,5.75,5.75,5.75,3,373.0,0.0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,smgsv5,5.75,5.75,5.75,3,373.0,0.0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,smgs_mot,5.75,5.75,5.75,3,373.0,6.0,squad_2,squad_with4types_vehicle,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.595,3.7359500000000003
rus,sapper_squad,6.75,6.75,6.75,3,328.0,0.0,squad_2,squad_with7types,"['sapper_sl', '1']","['sapper_smg', '1']","['sapper_smg2', '2']","['sapper_rifle1', '1']","['sapper_rifle2', '1']","['sapper_rifle3', '1']","['sapper_rifle4', '2']",['n/a'],['n/a'],328.8100000000002,3.2880999999999996
rus,riflemans,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.26500000000016,4.112649999999999
rus,riflemansv2,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.26500000000016,4.112649999999999
rus,riflemansv3,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.26500000000016,4.112649999999999
rus,riflemansv4,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.26500000000016,4.112649999999999
rus,riflemansv5,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.26500000000016,4.112649999999999
rus,riflemans_rifle,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,riflemans_riflev2,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,riflemans_riflev3,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,riflemans_riflev4,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,riflemans_riflev5,8.5,8.5,8.5,4,411.0,0.0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,riflemans_rifle_mot,8.5,8.5,8.5,4,411.0,8.0,squad_2,squad_with7types_vehicle,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],411.9900000000002,4.1198999999999995
rus,shock_assault,9.0,9.0,9.0,3,378.0,0.0,squad_3,squad_with5types,"['shock_sl_smg', '1']","['shock_smg', '3']","['shock_smg2', '2']","['shock_smg3', '2']","['shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],378.4050000000001,3.7840500000000006
rus,shock_assault_mech,9.0,9.0,9.0,3,378.0,12.0,squad_3,squad_with6types_vehicle,"['shock_sl_smg', '1']","['shock_smg', '3']","['shock_smg2', '2']","['shock_smg3', '2']","['shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],378.4050000000001,3.7840500000000006
rus,shock,9.0,9.0,9.0,3,379.0,0.0,squad_3,squad_with6types,"['shock_sl', '1']","['shock_smg2', '2']","['shock_sa', '2']","['shock_rifle', '2']","['shock_mg', '1']","['shock_mg_asst', '1']",['n/a'],['n/a'],['n/a'],379.0050000000001,3.7900500000000004
rus,elites,11.0,11.0,11.0,6,629.0,0.0,squad_5,squad_with4types,"['elite', '6']","['elite2', '3']","['elite3', '1']","['elite_mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],629.1650000000003,6.291650000000001
rus,bsf_marines,16.5,16.5,16.5,6,642.0,0.0,squad_5,squad_with4types,"['bsf_marine', '4']","['bsf_marine2', '3']","['bsf_marine3', '2']","['bsf_marine_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],642.765,6.427649999999998
rus,paras,19.25,19.25,19.25,7,708.0,0.0,squad_5,squad_with7types,"['para_sl', '1']","['para_smg3', '2']","['para_sa', '2']","['para_rifle', '2']","['para_mg', '2']","['para_mg_asst', '2']",['n/a'],['n/a'],['n/a'],708.0700000000002,7.0807
rus,paras_drop,19.25,19.25,19.25,7,708.0,0.0,squad_55,squad_with7types_vehicle,"['para_sl', '1']","['para_smg3', '2']","['para_sa', '2']","['para_rifle', '2']","['para_mg', '2']","['para_mg_asst', '2']",['n/a'],['n/a'],['n/a'],708.0700000000002,7.0807
rus,ap_miners,4.0,4.0,4.0,1,147.0,1.0,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.08000000000007,1.4708
rus,at_miners,4.0,4.0,4.0,1,147.0,1.0,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.48000000000005,1.4748
rus,sappers,2.0,2.0,2.0,0,73.0,0.0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
rus,vehic_supporter,1.0,4.0,0.5,0,75.0,0.0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],75.13000000000001,0.7513
