country,buyName,commandPower,score,captureWeight,cooldown,mp,unlockTime,group,types,c1,c2,c3,c4,c5,c6,c7,c8,c9
ger_ss,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger,snipers_d,5.0,8.0,2.0,0,58,0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger,radioman_mortar,5.0,20.0,1.0,0,39,0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,home_guards,2.25,2.25,2.25,1,117,0,squad_1,squad_with3types,"['recon_sl', '1']","['recon_pzfst', '1']","['recon_mg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,home_guards2,4.75,4.75,4.75,2,229,0,squad_1,squad_with5types,"['recon_sl_stg', '1']","['recon_sa', '1']","['recon_pzfst', '1']","['recon_rifle', '1']","['recon_mg', '2']",['n/a'],['n/a'],['n/a'],['n/a']
ger2,smgs,7.5,7.5,7.5,3,339,0,squad_2,squad_with8types,"['squadleader2', '1']","['sl_asst', '1']","['smg2', '1']","['stg', '1']","['smg3', '2']","['rifle_pzfst', '1']","['mgun', '1']","['mgun_asst', '1']",['n/a']
ger2,riflemans,8.75,8.75,8.75,3,340,0,squad_3,squad_with8types,"['squadleader', '1']","['sl_asst', '1']","['stg', '1']","['rifle2', '1']","['rifle_pzfst', '2']","['rifle_grenadier', '1']","['mgun', '1']","['mgun_asst', '1']",['n/a']
ger2,elites,12.5,12.5,12.5,4,427,0,squad_4,squad_with8types,"['jager_sl_stg', '1']","['jager_sl_stg_asst', '1']","['jager_stg', '1']","['jager_smg', '3']","['jager_sa', '1']","['jager_pzfst', '1']","['jager_mg', '1']","['jager_mg_asst', '1']",['n/a']
ger2,stormtroopers,13.0,13.0,13.0,6,600,0,squad_6,squad_with8types,"['sturmovik_sl', '1']","['sturmovik_sl_asst', '1']","['sturmovik', '1']","['sturmovik3', '2']","['sturmovik5b', '2']","['sturmovik4c', '1']","['sturmovik6', '1']","['sturmovik6b', '1']",['n/a']
ger2,elites_para,14.5,14.5,14.5,6,643,0,squad_6,squad_with7types,"['fallschirm_sl', '1']","['fallschirm_sl_asst_fg_44', '1']","['fallschirm_sniper', '1']","['fallschirm_grenadier', '2']","['fallschirm_pzfst_fg', '1']","['fallschirm_mg', '2']","['fallschirm_mg_asst', '2']",['n/a'],['n/a']
N/A,N/A,0,0,0,180,N/A,N/A,squad_7,vb3,['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,ap_miners,4.0,4.0,4.0,1,147,1,squad_8,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,at_miners,4.0,4.0,4.0,1,147,1,squad_9,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,sappers,2.0,2.0,2.0,0,73,0,squad_10,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,riflemans2,1.25,1.25,1.25,0,37,0,soldier_1,squad_with1types,"['rifle_single', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,smgs2,0.75,0.75,0.75,0,36,0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,tankmans,1.5,7.0,1.5,1,165,2,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,at_rifles,2.0,3.0,2.0,0,74,0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,at_rifles2,2.0,3.0,2.0,0,74,0,soldier_4,squad_with2types,"['at_rifle3', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,bazookers,2.0,3.0,2.0,0,73,0,soldier_5,squad_with1types,"['bazooker', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,bazooker3,2.0,3.0,2.0,0,74,0,soldier_55,squad_with2types,"['bazooker3', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,mgs2,2.25,2.25,2.25,1,111,0,soldier_6,squad_with2types,"['mgun', '1']","['mgun_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,stormtroopers2,2.5,2.5,2.5,1,128,0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,stormtroopers3,3.75,3.75,3.75,1,192,1,soldier_6,squad_with2types,"['sturmovik6', '1']","['sturmovik6b', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,flamers,2.0,2.0,2.0,0,73,0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,snipers,5.0,8.0,2.0,0,58,0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
ger2,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,home_guards,3.75,3.75,3.75,7,731,0,squad_1,squad_with3types,"['charger_rifle', '8']","['charger_smg', '4']","['charger_smg2', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,smgs,7.75,7.75,7.75,5,555,0,squad_2,squad_with5types,"['squadleader2', '1']","['rifle2', '3']","['rifle2b', '1']","['smg2', '4']","['smg2b', '6']",['n/a'],['n/a'],['n/a'],['n/a']
jap,riflemans_t96,11.5,11.5,11.5,5,557,0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '6']","['rifleb', '4']","['smgb', '2']","['mgun2', '1']","['rifle_grenadier', '1']",['n/a'],['n/a'],['n/a']
jap,riflemans,11.5,11.5,11.5,5,557,0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '6']","['rifleb', '4']","['smgb', '2']","['mgun', '1']","['rifle_grenadier', '1']",['n/a'],['n/a'],['n/a']
jap,elites_ig,18.75,18.75,18.75,7,789,0,squad_55,squad_with6types,"['elite_ig1', '7']","['elite_ig1b', '2']","['elite_ig2', '2']","['elite_ig3b', '2']","['elite_ig4', '1']","['elite_ig_grenadier', '1']",['n/a'],['n/a'],['n/a']
jap,elites_takasago,22.5,22.5,22.5,9,914,0,squad_5,squad_with4types,"['elite_takasago_rifle', '2']","['elite_takasago_rifle2', '6']","['elite_takasago_smg2', '5']","['elite_takasago_lmg', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,elites,18.0,18.0,18.0,9,903,0,squad_5,squad_with4types,"['elite', '6']","['elite2', '3']","['elite3', '2']","['elite4b', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,elites_drop,n/a,n/a,n/a,9,903,0,squad_5,squad_with6types_vehicle,"['elite', '6']","['elite2', '3']","['elite3', '2']","['elite4b', '4']","['a', '0']","['a', '0']",['n/a'],['n/a'],['n/a']
jap,stormtroopers,20.75,20.75,20.75,9,964,0,squad_5,squad_with5types,"['sturmovikb', '4']","['sturmovik2', '2']","['sturmovik3', '1']","['sturmovik4', '5']","['sturmovik6b', '3']",['n/a'],['n/a'],['n/a'],['n/a']
jap,ap_miners,6.0,6.0,6.0,2,220,2,squad_7,squad_with1types,"['ap_miner', '6']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,at_miners,6.0,6.0,6.0,2,221,2,squad_8,squad_with1types,"['at_miner', '6']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,sappers,2.0,2.0,2.0,0,73,0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,vehic_supporter,1.0,4.0,0.5,0,75,0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,tankmans,1.5,7.0,1.5,1,165,2,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,riflemans2b,0.75,0.75,0.75,0,36,0,soldier_1,squad_with1types,"['rifleb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,riflemans2,0.75,0.75,0.75,0,36,0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,smgs2,0.75,0.75,0.75,0,36,0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,smgs2b,0.75,0.75,0.75,0,36,0,soldier_2,squad_with1types,"['smgb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,smg3,0.5,0.5,0.5,0,36,0,soldier_99,squad_with1types,"['smg3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,type89mortarinf,0.75,0.75,0.75,0,37,0,soldier_89,i_seq_with1types,"['light_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,type89mortarinfx2,1.5,1.5,1.5,0,74,0,soldier_89,i_seq_with1types,"['light_mortar', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,kamikaze,2.0,1.0,0.5,1,112,0,soldier_5,squad_with1types,"['kamikaze', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,at_rifles,2.0,3.0,2.0,0,74,0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,bazookers,2.0,3.0,2.0,0,73,0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,stormtrooper5,2.5,2.5,2.5,1,128,0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,mg3,1.5,1.5,1.5,0,73,0,soldier_6,squad_with2types,"['mgun3', '1']","['mg3_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,mgs2,1.5,1.5,1.5,0,73,0,soldier_6,squad_with2types,"['mgun', '1']","['mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,elite_ig2,5.0,5.0,5.0,2,210,2,squad_4,squad_with2types,"['elite_ig2', '1']","['elite_ig1', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,elite3,4.5,4.5,4.5,1,182,1,squad_4,squad_with2types,"['elite_takasago_lmg', '1']","['elite_takasago_rifle', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,stormtrooper6,5.0,5.0,5.0,2,257,2,squad_4,squad_with2types,"['sturmovik6', '1']","['sturmovik6b', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,flamers,2.0,2.0,2.0,0,73,0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,snipers2,5.0,8.0,2.0,0,60,0,soldier_9,squad_with1types,"['sniper2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,snipers,5.0,8.0,2.0,0,58,0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
jap,snipers_d,5.0,8.0,2.0,0,58,0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,home_guards,2.75,2.75,2.75,3,340,0,partisan,squad_with5types,"['home_guard', '3']","['home_guard2', '4']","['home_guard3', '2']","['home_guard_at', '1']","['home_guard_mg', '1']",['n/a'],['n/a'],['n/a'],['n/a']
rus,smgs,5.75,5.75,5.75,3,373,0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgsv2,5.75,5.75,5.75,3,373,0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgsv3,5.75,5.75,5.75,3,373,0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgsv4,5.75,5.75,5.75,3,373,0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgsv5,5.75,5.75,5.75,3,373,0,squad_2,i_seq_with3types,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgs_mot,5.75,5.75,5.75,3,373,6,squad_2,squad_with4types_vehicle,"['squadleader2_43', '1']","['smg2_43', '1']","['smg2', '8']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,sapper_squad,6.75,6.75,6.75,3,328,0,squad_2,squad_with7types,"['sapper_sl', '1']","['sapper_smg', '1']","['sapper_smg2', '2']","['sapper_rifle1', '1']","['sapper_rifle2', '1']","['sapper_rifle3', '1']","['sapper_rifle4', '2']",['n/a'],['n/a']
rus,riflemans,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemansv2,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemansv3,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemansv4,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemansv5,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '3']","['rifle_sa', '2']","['rifle', '3']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_rifle,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_riflev2,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_riflev3,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_riflev4,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_riflev5,8.5,8.5,8.5,4,411,0,squad_2,i_seq_with6types,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,riflemans_rifle_mot,8.5,8.5,8.5,4,411,8,squad_2,squad_with7types_vehicle,"['squadleader_smg', '1']","['smg', '1']","['rifle_sa', '1']","['rifle', '6']","['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a']
rus,shock_assault,9.0,9.0,9.0,3,378,0,squad_3,squad_with5types,"['shock_sl_smg', '1']","['shock_smg', '3']","['shock_smg2', '2']","['shock_smg3', '2']","['shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a']
rus,shock_assault_mech,9.0,9.0,9.0,3,378,12,squad_3,squad_with6types_vehicle,"['shock_sl_smg', '1']","['shock_smg', '3']","['shock_smg2', '2']","['shock_smg3', '2']","['shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a']
rus,shock,9.0,9.0,9.0,3,379,0,squad_3,squad_with6types,"['shock_sl', '1']","['shock_smg2', '2']","['shock_sa', '2']","['shock_rifle', '2']","['shock_mg', '1']","['shock_mg_asst', '1']",['n/a'],['n/a'],['n/a']
rus,elites,11.0,11.0,11.0,6,629,0,squad_5,squad_with4types,"['elite', '6']","['elite2', '3']","['elite3', '1']","['elite_mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,bsf_marines,16.5,16.5,16.5,6,642,0,squad_5,squad_with4types,"['bsf_marine', '4']","['bsf_marine2', '3']","['bsf_marine3', '2']","['bsf_marine_mg_asst', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,paras,19.25,19.25,19.25,7,708,0,squad_5,squad_with7types,"['para_sl', '1']","['para_smg3', '2']","['para_sa', '2']","['para_rifle', '2']","['para_mg', '2']","['para_mg_asst', '2']",['n/a'],['n/a'],['n/a']
rus,paras_drop,19.25,19.25,19.25,7,708,0,squad_55,squad_with7types_vehicle,"['para_sl', '1']","['para_smg3', '2']","['para_sa', '2']","['para_rifle', '2']","['para_mg', '2']","['para_mg_asst', '2']",['n/a'],['n/a'],['n/a']
rus,ap_miners,4.0,4.0,4.0,1,147,1,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,at_miners,4.0,4.0,4.0,1,147,1,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,sappers,2.0,2.0,2.0,0,73,0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,vehic_supporter,1.0,4.0,0.5,0,75,0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,tankmans,1.5,7.0,1.5,1,165,2,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,elite_tankmans,0.5,2.2,0.5,0,37,0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,riflemans2,0.75,0.75,0.75,0,36,0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,rifle_sa,0.75,0.75,0.75,0,36,0,soldier_sa,squad_with1types,"['rifle_sa', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,smgs2,0.75,0.75,0.75,0,36,0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,at_rifles,2.0,3.0,2.0,0,74,0,soldier_4,i_seq_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,at_riflesv2,2.0,3.0,2.0,0,74,0,soldier_4,i_seq_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,bazookers,2.0,3.0,2.0,0,73,0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,mgs2,1.5,1.5,1.5,0,74,0,soldier_6,squad_with2types,"['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,elite3,3.0,3.0,3.0,1,176,0,squad_4,squad_with2types,"['elite3', '1']","['elite', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,flamers,2.0,2.0,2.0,0,73,0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,snipers,10.0,16.0,4.0,1,117,1,soldier_9,squad_with1types,"['sniper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,snipers3,10.0,16.0,4.0,1,117,1,soldier_9,squad_with1types,"['sniper3', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,snipers_d,5.0,8.0,2.0,0,58,0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus,radioman_mortar,5.0,20.0,1.0,0,39,0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,recons,4.5,4.5,4.5,2,226,0,rus_guard,squad_with4types,"['recon_sl', '1']","['recon_smg2', '1']","['recon_smg', '3']","['recon_rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,sapper_squad,6.5,6.5,6.5,2,292,0,squad_2,squad_with8types,"['sapper_sl', '1']","['sapper_smg', '1']","['sapper_smg2', '1']","['sapper_rifle1', '1']","['sapper_rifle2', '1']","['sapper_rifle3', '1']","['sapper_rifle4', '1']","['sapper_rifle5', '1']",['n/a']
rus_guard,specialinf_smg,12.5,12.5,12.5,3,372,0,rus_guard,squad_with3types,"['guard_sl', '1']","['guard_smg', '6']","['guard_smg2', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,specialinf_rifle,13.75,13.75,13.75,4,409,0,rus_guard,squad_with6types,"['guard_sl', '1']","['guard_smg2', '1']","['guard_sa', '2']","['guard_mg', '1']","['guard_mg_asst', '1']","['guard_rifle', '5']",['n/a'],['n/a'],['n/a']
rus_guard,specialinf,13.75,13.75,13.75,4,409,0,rus_guard,squad_with7types,"['guard_sl', '1']","['guard_smg', '1']","['guard_smg2', '2']","['guard_sa', '3']","['guard_mg', '1']","['guard_mg_asst', '1']","['guard_rifle', '2']",['n/a'],['n/a']
rus_guard,guards_shock_assault,16.5,16.5,16.5,4,464,0,rus_guard1,squad_with4types,"['guards_shock_sl_smg', '1']","['guards_shock_smg2', '4']","['guards_shock_smg3', '5']","['guards_shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,guards_shock,16.5,16.5,16.5,4,464,0,rus_guard1,squad_with6types,"['guards_shock_sl', '1']","['guards_shock_smg3', '2']","['guards_shock_sa', '2']","['guards_shock_rifle', '2']","['guards_shock_mg', '2']","['guards_shock_mg_asst', '2']",['n/a'],['n/a'],['n/a']
rus_guard,elite_guards_smg,15.0,15.0,15.0,4,423,0,rus_guard2,squad_with3types,"['elite_guard_sl', '1']","['elite_guard_smg', '4']","['elite_guard_smg2', '5']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,elite_guards,16.5,16.5,16.5,4,465,0,rus_guard3,squad_with6types,"['elite_guard_sl', '1']","['elite_guard_smg2', '3']","['elite_guard_sa', '2']","['elite_guard_mg', '1']","['elite_guard_mg_asst', '1']","['elite_guard_rifle', '3']",['n/a'],['n/a'],['n/a']
rus_guard,elite_guards_shock_assault,19.25,19.25,19.25,5,519,0,rus_guard2,squad_with4types,"['elite_guards_shock_sl_smg', '1']","['elite_guards_shock_smg2', '4']","['elite_guards_shock_smg3', '5']","['elite_guards_shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,elite_guards_shock,n/a,n/a,n/a,5,520,0,rus_guard3,squad_with8types,"['elite_guards_shock_sl', '1']","['elite_guards_shock_smg3', '2']","['elite_guards_shock_sa', '2']","['elite_guards_shock_rifle', '2']","['elite_guards_shock_mg', '1']","['elite_guards_shock_mg_asst', '1']","['elite_guards_shock_mg2', '1']","['elite_guards_shock_mg2_asst', '1']",['n/a']
rus_guard,ap_miners,4.0,4.0,4.0,1,147,1,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,at_miners,4.0,4.0,4.0,1,147,1,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,sappers,2.0,2.0,2.0,0,73,0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,vehic_supporter,1.0,4.0,0.5,0,75,0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
